track,scrobbles,user
Goo Goo Dolls - Iris,20,superfrat
Zac Brown Band - Knee Deep (feat. Jimmy Buffett),19,superfrat
Astrud Gilberto - Agua De Beber,18,superfrat
Token - 30 People,17,superfrat
Dave Brubeck - Besame Mucho,15,superfrat
"Johann Sebastian Bach - Cello Suite No. 1 in G Major, BWV 1007: I. Prélude",15,superfrat
The Dave Brubeck Quartet - Take Five,15,superfrat
Tom Misch - It Runs Through Me,15,superfrat
Chance the Rapper - Hot Shower,14,superfrat
Juice WRLD - Real Shit (with benny blanco),14,superfrat
AK - Now I'm Forever,13,superfrat
Juice WRLD - Bad Energy,13,superfrat
Juice WRLD - Robbery,13,superfrat
Ryan Caraveo - Legend,13,superfrat
Tai Verdes - A-O-K,13,superfrat
The Nitty Gritty Dirt Band - Fishin' in the Dark,13,superfrat
The Rolling Stones - Beast Of Burden - Remastered 1994,13,superfrat
TOKYO’S REVENGE - GOODMORNINGTOKYO!,13,superfrat
Boney M. - Sunny,12,superfrat
Eagles - Take It Easy - 2013 Remaster,12,superfrat
Future - Mask Off,12,superfrat
Gipsy Kings - Volare (Nel Blu Di Pinto Di Blu),12,superfrat
Jack Johnson - Upside Down,12,superfrat
The Stampeders - Sweet City Woman,12,superfrat
BabyJake - Cigarettes on Patios,11,superfrat
Jack Johnson - Gather,11,superfrat
Joe Walsh - Life's Been Good,11,superfrat
Kendrick Lamar - Backseat Freestyle,11,superfrat
Steve Miller Band - The Joker,11,superfrat
Watsky - Theories,11,superfrat
Zac Brown Band - Homegrown,11,superfrat
50 Cent - Many Men (Wish Death),10,superfrat
George Gershwin - Rhapsody in Blue,10,superfrat
Jimmy Buffett - Cheeseburger in Paradise,10,superfrat
Juice WRLD - Come & Go (with Marshmello),10,superfrat
Roger Miller - King Of The Road,10,superfrat
The U.S. Army Airborne Rangers - Hard Work,10,superfrat
Van Morrison - Into the Mystic - 2013 Remaster,10,superfrat
Wolfmother - Joker and the Thief,10,superfrat
Andy Mineo - Coming In Hot,9,superfrat
Blue Scholars - Tommy Chong,9,superfrat
"Camille Saint-Saëns - The Carnival Of The Animals, R.125: The Swan / Blessing The Boats",9,superfrat
Chris Webby - Legends Never Die,9,superfrat
Drake - Laugh Now Cry Later (feat. Lil Durk),9,superfrat
John Mellencamp - Jack & Diane,9,superfrat
Kanye West - Ghost Town,9,superfrat
Luiz Bonfá - Malaguena Salerosa,9,superfrat
Michael Haggins - Daybreak,9,superfrat
Tai Verdes - momma told me imma be,9,superfrat
Tai Verdes - Stuck in the Middle,9,superfrat
Aviators - Red Water Dreams,8,superfrat
Certified Lover Boy - Touch The Sky,8,superfrat
Corb Lund - I Wanna Be In The Cavalry,8,superfrat
Drake - Talk Up (feat. Jay-Z),8,superfrat
Jack Johnson - Sunsets For Somebody Else,8,superfrat
Jane Archer and the Reactionaries - I'm No Communist,8,superfrat
"Jim Croce - Bad, Bad Leroy Brown",8,superfrat
Johnny Cash - The General Lee,8,superfrat
Matt Maeson - Hallucinogenics,8,superfrat
Nat King Cole - Pick Yourself Up,8,superfrat
Natalie Cole - Bachata Rosa,8,superfrat
Neil Young - Heart of Gold - 2009 Remaster,8,superfrat
Rich Brian - 100 Degrees,8,superfrat
Rich Brian - Bali,8,superfrat
SAD FROSTY - Swerve,8,superfrat
SonReal - 1000 Highways,8,superfrat
Spose - Brain Not a Chain,8,superfrat
Stan Getz - Só Danço Samba,8,superfrat
Steely Dan - Reelin' In The Years,8,superfrat
Surfaces - Sunday Best,8,superfrat
Tai Verdes - Drugs,8,superfrat
The U.S. Marines - I Wanna Be a Drill Instructor,8,superfrat
Zac Brown Band - Island Song,8,superfrat
88Rising - Midsummer Madness,7,superfrat
Barry Manilow - Copacabana (At The Copa),7,superfrat
"Claude Debussy - 2 Arabesques, L. 66: No. 1 in E Major",7,superfrat
Denzel Curry - BLACK BALLOONS | 13LACK 13ALLOONZ [FEAT. TWELVE'LEN & GOLDLINK | TWELVE'LEN + GOLDL1NK],7,superfrat
Denzel Curry - RICKY,7,superfrat
Don McLean - Vincent,7,superfrat
"Earth, Wind & Fire - September",7,superfrat
Fleet Foxes - He Doesn't Know Why,7,superfrat
Hall & Oates - Rich Girl,7,superfrat
JASIAH - Break Shit,7,superfrat
Jimmy Cliff - Reggae Night,7,superfrat
Johnny Cash - Four Strong Winds,7,superfrat
Marty Robbins - Big Iron,7,superfrat
"Ornella Vanoni - La Voglia, La Pazzia",7,superfrat
Quinn XCII - Coffee (feat. Marc E. Bassy),7,superfrat
The Band - Atlantic City,7,superfrat
The J. Geils Band - Centerfold,7,superfrat
The Longest Johns - Wellerman,7,superfrat
Tom Petty - I Won't Back Down,7,superfrat
Watsky - Roses,7,superfrat
AL-X the Great - Rocketman (feat. Atlas & Lando!),6,superfrat
Black Sabbath - Paranoid - 2012 - Remaster,6,superfrat
Black Sabbath - Sweet Leaf,6,superfrat
Black Sabbath - War Pigs / Luke's Wall - 2012 - Remaster,6,superfrat
Busta Rhymes - Touch It,6,superfrat
Chip Boaz - Firm Resolution,6,superfrat
Django Reinhardt - Brazil,6,superfrat
Drake - Get It Together,6,superfrat
"Franz Liszt - Liebestraume, S541/R211 : No. 3: Nocturne in A-Flat Major",6,superfrat
"Frédéric Chopin - Chopin: Nocturne No. 20 in C-Sharp Minor, Op. posth.",6,superfrat
Gordon Lightfoot - Carefree Highway,6,superfrat
"Jack Johnson - Fragments - From The Film ""The Smog Of The Sea""",6,superfrat
Jane Archer and the Reactionaries - Great Atomic Power,6,superfrat
Jim Croce - I'll Have to Say I Love You in a Song,6,superfrat
Jimmy Buffett - Margaritaville,6,superfrat
Joji - Pretty Boy (feat. Lil Yachty),6,superfrat
Juice WRLD - All Girls Are the Same,6,superfrat
Juice WRLD - Hate The Other Side (with Marshmello & The Kid Laroi),6,superfrat
Juice WRLD - Wishing Well,6,superfrat
Kanye West - Lift Yourself,6,superfrat
Kanye West - POWER,6,superfrat
Kanye West - Wouldn't Leave,6,superfrat
Kanye West - Yikes,6,superfrat
Louis Armstrong - La Vie En Rose - Single Version,6,superfrat
Mick Konstantin - There's Only One Conor McGregor,6,superfrat
Myriam Alter - It's All There,6,superfrat
Nas - Hip Hop Is Dead,6,superfrat
Norman Greenbaum - Spirit in the Sky,6,superfrat
Post Malone - Up There,6,superfrat
Rich Brian - Drive Safe,6,superfrat
Shotgun Willy - Respected Man,6,superfrat
Spose - It's About Time (Feat. Bensbeendead.),6,superfrat
Spose - Jaguars,6,superfrat
The Dave Brubeck Quartet - Kathy's Waltz,6,superfrat
The Seige - I Am Defiant,6,superfrat
Twiddle - JamFlowMan,6,superfrat
Watsky - Knots,6,superfrat
Watsky - Little Slice,6,superfrat
Watsky - Never Let It Die,6,superfrat
Willie Nelson - It's All Going to Pot,6,superfrat
YNG Martyr - Nike Ticks,6,superfrat
a-ha - Manhattan Skyline - 2016 Remaster,5,superfrat
Billy Joel - Piano Man,5,superfrat
Caesars - Jerk It Out,5,superfrat
ceo@business.net - out of control,5,superfrat
Certified Lover Boy - Estate,5,superfrat
Chance the Rapper - Cocoa Butter Kisses,5,superfrat
Creedence Clearwater Revival - Fortunate Son,5,superfrat
Daði Freyr - Think About Things,5,superfrat
"Doris Day - Que Sera, Sera (Whatever Will Be, Will Be)",5,superfrat
Faces - Ooh La La,5,superfrat
Grand Funk Railroad - Some Kind Of Wonderful - Remastered 1999,5,superfrat
Hopsin - Kumbaya,5,superfrat
"Internet Money - Lemonade (feat. Gunna, Don Toliver & NAV)",5,superfrat
John Denver - Starwood in Aspen,5,superfrat
"John Denver - Take Me Home, Country Roads",5,superfrat
Joji - Daylight,5,superfrat
Joji - Your Man,5,superfrat
Juice WRLD - Conversations,5,superfrat
Kid Quill - Kids in the Summer,5,superfrat
Lil Wayne - A Milli,5,superfrat
Madonna - Hung Up,5,superfrat
Marvin Gaye - Ain't No Mountain High Enough,5,superfrat
McCoy Tyner - When Sunny Gets Blue,5,superfrat
Mick Konstantin - The Gypsy King Tyson Fury,5,superfrat
Miracle Tones - 432 Hz Ease Anxiety,5,superfrat
Miracle Tones - 432 Hz Healing Sleep Music,5,superfrat
Motörhead - Ace of Spades,5,superfrat
Nate Lesco - Cloud,5,superfrat
Neil Diamond - Sweet Caroline,5,superfrat
Nicki Minaj - I'm Legit,5,superfrat
Old Crow Medicine Show - Wagon Wheel,5,superfrat
Paul Simon - Me And Julio Down By The Schoolyard,5,superfrat
Phil Collins - In The Air Tonight - 2015 Remastered,5,superfrat
Piero Umiliani - Crepuscolo sul mare,5,superfrat
Rezz - Someone Else,5,superfrat
Riton - Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,5,superfrat
Rubén González - Melodía Del Río,5,superfrat
Ryan Caraveo - Patient,5,superfrat
Santana - Riders On The Storm (Feat. Chester Bennington & Ray Manzarek),5,superfrat
Shotgun Willy - Wendy,5,superfrat
Sidney Bechet - Si tu vois ma Mère - Slow,5,superfrat
Simon & Garfunkel - Bridge over Troubled Water,5,superfrat
Spose - Go Big (feat. Shane Reis),5,superfrat
Tai Verdes - Happy til it hurts,5,superfrat
Tennessee Ernie Ford - Sixteen Tons,5,superfrat
Tex Williams - Smoke! Smoke! Smoke! (That Cigarette),5,superfrat
The Allman Brothers Band - Ramblin' Man,5,superfrat
"The U.S. Marines - No Pain, No Gain",5,superfrat
"U.S. Drill Sergeant Field Recordings - Hey, You Can't Stop The Lean & Mean",5,superfrat
U.S. Drill Sergeant Field Recordings - Pain!,5,superfrat
Van Halen - Runnin' with the Devil - 2015 Remaster,5,superfrat
Vince Staples - Pimp Hand,5,superfrat
Watsky - Cannonball,5,superfrat
Watsky - Conversations,5,superfrat
Watsky - Yes Britannia,5,superfrat
"Wolfgang Amadeus Mozart - Mozart: Clarinet Concerto in A major, K. 622: II. Adagio",5,superfrat
Yung Gravy - Gravy Train,5,superfrat
Yung Gravy - Whip a Tesla,5,superfrat
Aesop Rock - None Shall Pass,4,superfrat
bbno$ - shining on my ex,4,superfrat
beabadoobee - Coffee,4,superfrat
Billy Marchiafava - Yikes!,4,superfrat
Bryce Vine - Sour Patch Kids,4,superfrat
Buffalo Springfield - For What It's Worth,4,superfrat
Certified Lover Boy - Beast Mode,4,superfrat
Certified Lover Boy - Drake,4,superfrat
Certified Lover Boy - Swipe Right,4,superfrat
Chance the Rapper - Get A Bag,4,superfrat
Charlie Daniels Band - The Devil Went Down to Georgia,4,superfrat
Chris Webby - Passport,4,superfrat
Creedence Clearwater Revival - Down on the Corner,4,superfrat
DJ Antoine - Welcome To St. Tropez - DJ Antoine Vs. Mad Mark Radio Edit,4,superfrat
DJ Chose - THICK,4,superfrat
Dobie Gray - Drift Away,4,superfrat
Don McLean - American Pie,4,superfrat
Eagles - Peaceful Easy Feeling - 2013 Remaster,4,superfrat
Everyone You Know - The Drive,4,superfrat
Frank Sinatra - Summer Wind,4,superfrat
Gordon Lightfoot - If You Could Read My Mind,4,superfrat
Gordon Lightfoot - The Wreck of the Edmund Fitzgerald,4,superfrat
Grateful Dead - Casey Jones - 2013 Remaster,4,superfrat
Hopsin - Picasso,4,superfrat
ilyTOMMY - Tunnel of Love,4,superfrat
Jack Johnson - Banana Pancakes,4,superfrat
"Jack Johnson - Sitting, Waiting, Wishing",4,superfrat
Jane Archer and the Reactionaries - Mr. Stalin You're Eating Too High on the Hog,4,superfrat
Jim Croce - New York's Not My Home,4,superfrat
Jimi Hendrix - Purple Haze,4,superfrat
João Gilberto - Aquarela do Brasil (Participação especial de Gilberto Gil e Caetano Veloso),4,superfrat
Johnny Cash - I Hung My Head,4,superfrat
Joji - High Hopes (feat. Omar Apollo),4,superfrat
Joji - Mr. Hollywood,4,superfrat
Kanye West - All Mine,4,superfrat
Kanye West - Donda,4,superfrat
Kanye West - Heaven and Hell,4,superfrat
Kanye West - Moon,4,superfrat
Kanye West - New Again,4,superfrat
Kanye West - No Mistakes,4,superfrat
Kanye West - Off the Grid,4,superfrat
Kanye West - Touch the Sky,4,superfrat
Kanye West - Violent Crimes,4,superfrat
King Harvest - Dancing In The Moonlight,4,superfrat
KOTA The Friend - Long Beach,4,superfrat
Lil Nas X - MONTERO (Call Me by Your Name),4,superfrat
Lil Nas X - Old Town Road - Remix,4,superfrat
Love - Alone Again Or - 2015 Remaster,4,superfrat
Lynyrd Skynyrd - Free Bird,4,superfrat
MANWOLVES - Sauce,4,superfrat
Mario Biondi - Smooth Operator (feat. Till Brönner),4,superfrat
Marty Robbins - El Paso,4,superfrat
Miracle Tones - 432 Hz Deep Theta Meditation,4,superfrat
Mötley Crüe - Kickstart My Heart,4,superfrat
Nat King Cole - Unforgettable,4,superfrat
Nate Lesco - Miss Me,4,superfrat
Orleans - Still the One,4,superfrat
Polo G - Martin & Gina,4,superfrat
Polo G - Pop Out (feat. Lil Tjay),4,superfrat
Radioclub - Never Gonna Give You Up,4,superfrat
Red Hot Chili Peppers - Snow (Hey Oh),4,superfrat
Rich Brian - Glow Like Dat,4,superfrat
Rich Brian - Love In My Pocket,4,superfrat
Rupert Holmes - Escape (The Pina Colada Song),4,superfrat
South Park Mexican - In My Hood,4,superfrat
Spose - Fuck It,4,superfrat
Spose - Going Home (feat. Sara Hallie Richardson),4,superfrat
Spose - Higher,4,superfrat
Stan Getz - Corcovado (Quiet Nights Of Quiet Stars),4,superfrat
Steve Earle - Copperhead Road,4,superfrat
Tai Verdes - rEaL WOrLD,4,superfrat
Tai Verdes - we would have some cute kids.,4,superfrat
Tame Impala - Feels Like We Only Go Backwards,4,superfrat
Tech N9ne - Face Off,4,superfrat
Tech N9ne - The Beast,4,superfrat
Tennessee Ernie Ford - Union Dixie,4,superfrat
The Allman Brothers Band - Midnight Rider,4,superfrat
The Dave Brubeck Quartet - Blue Rondo à la turk,4,superfrat
The Killers - Mr. Brightside,4,superfrat
Three Dog Night - Never Been To Spain - Single Version,4,superfrat
Tiagz - Muffins In The Freezer,4,superfrat
Tom Petty and The Heartbreakers - Mary Jane's Last Dance,4,superfrat
Townes Van Zandt - Lungs,4,superfrat
"VGR - Jump Up, Super Star!",4,superfrat
"Vince Staples - Yo Love - From ""Queen & Slim: The Soundtrack""",4,superfrat
Watsky - Love Letters,4,superfrat
"Watsky - Tiny Glowing Screens, Pt. 3",4,superfrat
Wax - Better When You're High,4,superfrat
Weezer - Say It Ain't So,4,superfrat
Aaron Taos - Control,3,superfrat
Antônio Carlos Jobim - The Girl from Ipanema,3,superfrat
"Antonio Vivaldi - The Four Seasons - Spring in E Major, RV. 269: I. Allegro",3,superfrat
Bachman-Turner Overdrive - Takin' Care Of Business,3,superfrat
Bazanji - Tony Montana,3,superfrat
bbno$ - bunk,3,superfrat
Billy Joel - My Life,3,superfrat
Billy Joel - Uptown Girl,3,superfrat
Black Sabbath - Rat Salad - 2012 - Remaster,3,superfrat
Blues Traveler - Run-Around,3,superfrat
Bob Seger - Night Moves,3,superfrat
Bob Seger - Old Time Rock & Roll,3,superfrat
Bobby Darin - Beyond the Sea,3,superfrat
Bon Jovi - Wanted Dead or Alive,3,superfrat
Boston - Peace of Mind,3,superfrat
Burrell - Eden,3,superfrat
Certified Lover Boy - I'm Up,3,superfrat
Certified Lover Boy - Money Dance,3,superfrat
Certified Lover Boy - Movie Scene,3,superfrat
"Charles Manson - Look At Your Game, Girl",3,superfrat
Chris de Burgh - Where Would I Be,3,superfrat
Chuck Berry - Johnny B. Goode,3,superfrat
CracMac Media - Bottom's up,3,superfrat
Creedence Clearwater Revival - Bad Moon Rising,3,superfrat
Creedence Clearwater Revival - Up Around the Bend,3,superfrat
"Crosby, Stills, Nash & Young - Our House",3,superfrat
D'Angelo - Unshaken,3,superfrat
Dan + Shay - Tequila,3,superfrat
Daniel Caesar - Japanese Denim,3,superfrat
Dean Martin - Ain't That a Kick in the Head,3,superfrat
Dion - The Wanderer,3,superfrat
Django Reinhardt - Les yeux noirs (Dark Eyes),3,superfrat
Drake - Money In The Grave (Drake ft. Rick Ross),3,superfrat
Drake - Teenage Fever,3,superfrat
Dreamville - Under the Sun (with J. Cole & Lute feat. DaBaby),3,superfrat
Eagles - James Dean - 2013 Remaster,3,superfrat
Eagles - Lyin' Eyes - 2013 Remaster,3,superfrat
Eagles - One of These Nights - 2013 Remaster,3,superfrat
Eddie Money - Take Me Home Tonight,3,superfrat
Else - Paris,3,superfrat
Elton John - Bennie And The Jets - Remastered 2014,3,superfrat
Eminem - Godzilla (feat. Juice WRLD),3,superfrat
Five Man Electrical Band - Signs,3,superfrat
Focus - Hocus Pocus - Extended Version,3,superfrat
Frank Sinatra - That's Life,3,superfrat
"Frédéric Chopin - Chopin: Nocturne No. 2 in E-flat major, Op. 9 No. 2",3,superfrat
Genesis - That's All - 2007 Remaster,3,superfrat
Gipsy Kings - Bamboléo,3,superfrat
Gordon Lightfoot - Alberta Bound,3,superfrat
Gordon Lightfoot - Early Morning Rain,3,superfrat
Gordon Lightfoot - Oh So Sweet,3,superfrat
Gordon Lightfoot - Sundown,3,superfrat
Harry Mack - Napoleon Hill,3,superfrat
Higher Brothers - Nomadic (feat. Joji),3,superfrat
Jack Johnson - Big Sur,3,superfrat
Jack Johnson - Love Song #16,3,superfrat
Jack Johnson - My Mind Is For Sale,3,superfrat
Jeezy - Back (feat. Yo Gotti),3,superfrat
Jim Breuer - Oldies Metal,3,superfrat
Jim Breuer - Slayer,3,superfrat
Jim Croce - Walkin' Back to Georgia,3,superfrat
"Johann Sebastian Bach - Cello Suite No. 1 in G major, BWV 1007: III. Courante",3,superfrat
"Johann Sebastian Bach - Cello Suite No. 5 in C minor, BWV 1011: V. Gavottes I & II",3,superfrat
"Johann Sebastian Bach - Cello Suite No. 5 in C minor, BWV 1011: VI. Gigue",3,superfrat
John Denver - Goodbye Again,3,superfrat
John Denver - Rocky Mountain High,3,superfrat
John Mellencamp - Hurts So Good,3,superfrat
John Mellencamp - Small Town,3,superfrat
John Williams - If I Were A Rich Man,3,superfrat
Johnny Cash - Bridge Over Troubled Water,3,superfrat
Johnny Cash - Daddy Sang Bass,3,superfrat
Johnny Cash - Folsom Prison Blues,3,superfrat
Johnny Cash - The Man Comes Around,3,superfrat
Joji - 777,3,superfrat
Joji - Afterthought,3,superfrat
Joji - Gimme Love,3,superfrat
Joji - Like You Do,3,superfrat
Joji - NITROUS,3,superfrat
Joji - Normal People (feat. rei brown),3,superfrat
Joji - Reanimator (feat. Yves Tumor),3,superfrat
Joji - Run,3,superfrat
Joji - Sanctuary,3,superfrat
Josh A - Gucci Coffin,3,superfrat
Juice WRLD - Life's A Mess (feat. Halsey),3,superfrat
Juice WRLD - Righteous,3,superfrat
Kamasi Washington - Change of the Guard,3,superfrat
Kanye West - Believe What I Say,3,superfrat
Kanye West - Clique,3,superfrat
Kanye West - Dark Fantasy,3,superfrat
Kanye West - Father Stretch My Hands Pt. 1,3,superfrat
Kanye West - Feedback,3,superfrat
Kanye West - Gorgeous,3,superfrat
Kanye West - Hurricane,3,superfrat
Kanye West - I Love It (& Lil Pump),3,superfrat
Kanye West - Jail,3,superfrat
Kanye West - Jail Pt 2,3,superfrat
Kanye West - Jesus Lord,3,superfrat
Kanye West - Jesus Lord Pt 2,3,superfrat
Kanye West - Jonah,3,superfrat
Kanye West - Junya,3,superfrat
Kanye West - Junya Pt 2,3,superfrat
Kanye West - Keep My Spirit Alive,3,superfrat
Kanye West - Lord I Need You,3,superfrat
Kanye West - No Child Left Behind,3,superfrat
Kanye West - Praise God,3,superfrat
Kanye West - Pure Souls,3,superfrat
Kanye West - Ultralight Beam,3,superfrat
Kenndog - Drip Like ME,3,superfrat
Kenny G - Sentimental,3,superfrat
Keri Hilson - Knock You Down,3,superfrat
Kryple - Sauce,3,superfrat
Kylie Minogue - Can't Get You Out of My Head,3,superfrat
Lil B - Wnba Dedication,3,superfrat
Lil Boom - Caillou,3,superfrat
Lil Loaded - Narco,3,superfrat
Lil Nas X - Bring U Down,3,superfrat
Lil Nas X - INDUSTRY BABY (feat. Jack Harlow),3,superfrat
Lil Nas X - Old Town Road,3,superfrat
Little River Band - Reminiscing - Remastered,3,superfrat
Luiz Bonfá - Manhã de Carnaval,3,superfrat
Lullaby House Music - This Little Life,3,superfrat
Marshmello - Silence,3,superfrat
Metallica - Battery (Remastered),3,superfrat
Michael Bublé - Baby (You've Got What It Takes) [With Sharon Jones & the Dap-Kings],3,superfrat
Miracle Tones - 432 Hz Calm the Mind,3,superfrat
Miracle Tones - 432 Hz Elevate Your Vibration,3,superfrat
Miracle Tones - 432 Hz Manifest Miracles,3,superfrat
Miracle Tones - 432 Hz Miracle Sleep Tone,3,superfrat
"Nat King Cole - Quizas, Quizas, Quizas (Perhaps, Perhaps, Perhaps)",3,superfrat
Nat King Cole - The More I See You,3,superfrat
NAV - NAVUZIMETRO#PT2,3,superfrat
Nina Simone - Feeling Good,3,superfrat
Offset - Nightmare,3,superfrat
Oliver Tree - Life Goes On,3,superfrat
Polo G - Chosen 1,3,superfrat
Polo G - Through Da Storm,3,superfrat
Pop Smoke - What You Know Bout Love,3,superfrat
Princess Chelsea - The Cigarette Duet,3,superfrat
Pure Prairie League - Amie,3,superfrat
Pure Prairie League - Amie - Remastered 1988,3,superfrat
Quinn XCII - Stacy,3,superfrat
Rich Brian - Dat $tick,3,superfrat
Santana - Into the Night (feat. Chad Kroeger),3,superfrat
Santana - Move,3,superfrat
Santana - Oye Como Va,3,superfrat
Slift - Ummon,3,superfrat
Snoop Dogg - Riders On The Storm - Fredwreck Remix,3,superfrat
Spose - All I Do Is Rhyme (feat. Cam Groves),3,superfrat
Spose - Here We Go Again (feat. Matt Giard),3,superfrat
Spose - Listen Up Bub,3,superfrat
Starland Vocal Band - Afternoon Delight,3,superfrat
Stealers Wheel - Stuck in the Middle With You,3,superfrat
Steely Dan - Aja,3,superfrat
Steve Miller Band - Fly Like an Eagle,3,superfrat
Stevie Wonder - Sir Duke,3,superfrat
Sugs - PISTOL PETE,3,superfrat
Surfaces - Take It Easy,3,superfrat
Tai Verdes - BAD BAD News,3,superfrat
Tai Verdes - fake prophet,3,superfrat
Tai Verdes - FEELING THIS BAD NEVER FELT SO GREAT,3,superfrat
Tame Impala - The Less I Know the Better,3,superfrat
The Beths - Less Than Thou,3,superfrat
The Black Keys - Eagle Birds,3,superfrat
The Carter Family - Will the Circle Be Unbroken,3,superfrat
The Dave Brubeck Quartet - Pick Up Sticks,3,superfrat
The Ink Spots - I Don't Want to Set the World on Fire,3,superfrat
The Nude Party - Feels Alright,3,superfrat
The Righteous Brothers - You've Lost That Lovin' Feelin',3,superfrat
The U.S. Army Airborne Rangers - Airborne,3,superfrat
Tiagz - I'm in the Ghetto (Ratatata),3,superfrat
Timo Krantz - 432,3,superfrat
"Toby Keith - Courtesy Of The Red, White And Blue (The Angry American)",3,superfrat
Tom MacDonald - Politically Incorrect,3,superfrat
Twisted Insane - H.G.H,3,superfrat
"Tyler, The Creator - I Ain't Got Time!",3,superfrat
U.S. Drill Sergeant Field Recordings - Here We Go... Motivated,3,superfrat
U.S. Drill Sergeant Field Recordings - How You Feel... Feeling Good,3,superfrat
U.S. Drill Sergeant Field Recordings - I Want To Be A Navy Seal,3,superfrat
U.S. Drill Sergeant Field Recordings - You Can't Break My Body Down,3,superfrat
Van Halen - Ain't Talkin' 'Bout Love - 2015 Remaster,3,superfrat
Van Halen - Eruption - 2015 Remaster,3,superfrat
Vitas - 7 элемент,3,superfrat
Warren Zevon - Werewolves of London - 2007 Remaster,3,superfrat
Watsky - Chemical Angel,3,superfrat
Watsky - No Complaints No Conversation,3,superfrat
Watsky - Talking to Myself,3,superfrat
Wes Montgomery - A Day In The Life,3,superfrat
Whethan - All In My Head (feat. grandson),3,superfrat
Willie Nelson - Bridge Over Troubled Water,3,superfrat
Willie Nelson - Whiskey River,3,superfrat
Yung Craka - Buy U,3,superfrat
Yung Gravy - E.T.,3,superfrat
Yung Gravy - Tampa Bay Bustdown,3,superfrat
Yung Gravy - Welcome to Chilis,3,superfrat
Zac Brown Band - Chicken Fried,3,superfrat
Zac Brown Band - Keep Me In Mind,3,superfrat
21 Savage - Run Up the Racks,2,superfrat
2Pac - Changes,2,superfrat
Ab-Soul - Dangerookipawaa Freestyle,2,superfrat
Abhi The Nomad - Me No Evil,2,superfrat
AC/DC - T.N.T.,2,superfrat
"Aerosmith - I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",2,superfrat
Afroman - Crazy Rap (Colt 45 & 2 Zig Zags),2,superfrat
AK - Closed Off,2,superfrat
Akira The Don - How Do You Know,2,superfrat
Akira The Don - Kindly,2,superfrat
Alan Watts - Dream,2,superfrat
Alanis Morissette - You Oughta Know - 2015 Remaster,2,superfrat
Alex Cameron - Candy May,2,superfrat
Alex Cameron - Country Figs,2,superfrat
Alex Cameron - Runnin' Outta Luck,2,superfrat
Alex Cameron - Stranger's Kiss (Duet with Angel Olsen),2,superfrat
Alex Cameron - Studmuffin96,2,superfrat
Alex Cameron - The Chihuahua,2,superfrat
Alex Cameron - The Hacienda,2,superfrat
Alex Cameron - True Lies,2,superfrat
Alicia Keys - No One,2,superfrat
America - A Horse With No Name,2,superfrat
Andrea Bocelli - Con Te Partirò,2,superfrat
Antônio Carlos Jobim - Desafinado,2,superfrat
Aphex Twin - Alberto Balsalm,2,superfrat
"Arcade Player - Lith Harbor (From ""MapleStory"")",2,superfrat
AronChupa - I'm an Albatraoz,2,superfrat
Art Pepper - You Go to My Head - 2007 Remastered Version,2,superfrat
Astrud Gilberto - The Girl From Ipanema,2,superfrat
BabyJake - Head In The Clouds,2,superfrat
Bachman-Turner Overdrive - Let It Ride,2,superfrat
Bachman-Turner Overdrive - Roll On Down The Highway,2,superfrat
Bachman-Turner Overdrive - You Ain't Seen Nothing Yet,2,superfrat
Bahamas - Whole Wide World,2,superfrat
Barenaked Ladies - Alcohol,2,superfrat
Beastie Boys - Fight for Your Right,2,superfrat
Beastie Boys - Intergalactic,2,superfrat
Bee Gees - Stayin Alive,2,superfrat
Bfb Da Packman - Honey Pack,2,superfrat
Bill Withers - Lovely Day,2,superfrat
Billy Joel - Only the Good Die Young,2,superfrat
"Billy Joel - Only the Good Die Young - Live in Moscow & Leningrad, Russia - July/August 1987",2,superfrat
Billy Joel - We Didn't Start the Fire,2,superfrat
Billy Joel - You May Be Right,2,superfrat
"Bing Crosby - It's Been A Long, Long Time - Single Version",2,superfrat
Black Sabbath - Children of the Grave - 2014 Remaster,2,superfrat
Black Sabbath - Iron Man,2,superfrat
Black Sabbath - Sweet Leaf - 2014 Remaster,2,superfrat
Bob Seger - Ramblin' Gamblin' Man,2,superfrat
Bob Wills & His Texas Playboys - Bubbles In My Beer,2,superfrat
Bon Jovi - Livin' on a Prayer,2,superfrat
Bon Jovi - You Give Love a Bad Name,2,superfrat
Boney M. - Daddy Cool,2,superfrat
Boney M. - Ma Baker (ZDF Starparade 02.06.1977),2,superfrat
Boney M. - Rivers of Babylon,2,superfrat
Booker T. & The M.G.'s - Green Onions - MONO Audio,2,superfrat
Boston - Don't Look Back,2,superfrat
Boston - More Than a Feeling,2,superfrat
Boston - Rock & Roll Band,2,superfrat
Bread - Make It With You,2,superfrat
Bryan Adams - Summer of '69,2,superfrat
Bryce Vine - Drew Barrymore,2,superfrat
Bubba Sparxxx - Ms. New Booty,2,superfrat
Burial - Space Cadet,2,superfrat
Busta Rhymes - Calm Down (feat. Eminem),2,superfrat
C-Dot 416 - Funk,2,superfrat
c. henry - Motivation,2,superfrat
C.W. McCall - Convoy,2,superfrat
Cal Scruby - Faster,2,superfrat
Call Me Karizma - Rebels,2,superfrat
Camel - Supertwister,2,superfrat
Can - Paperhouse - 2011 Remastered,2,superfrat
Certified Lover Boy - 2 Job Shawty,2,superfrat
Certified Lover Boy - Im Up,2,superfrat
