artist,total_plays,jon,ico,matt,austin
George Gershwin,3070741,0,0,1,12
Gerry Gibbs and The Third Trio from the Sun,559,0,0,1,0
Ghost Funk Orchestra,137369,0,0,1,0
Ghostnaut,193162,0,0,1,0
Gladys Knight & The Pips,4329287,0,0,1,1
Glass Animals,42287385,0,0,1,1
Glenn Miller,6811655,0,0,1,2
Glimlip,808360,0,0,1,0
Gluecifer,1671414,0,0,1,0
Gold Celeste,467250,0,0,1,0
Gomez,9239736,0,0,1,0
Grandaddy,13591565,0,0,1,0
Grant Green,3079464,0,0,1,0
Greg Foat,165308,0,0,1,0
Greg Kosic,10,0,0,1,0
Grove Street Quartet,58086,0,0,1,0
H E R B,697851,0,0,1,0
Handbook,834250,0,0,1,0
Hard Bass School,574278,0,0,1,3
Hazem Beltagui,185686,0,0,1,0
Helvetic Nerds,66087,0,0,1,0
Henry Lindon,99932,0,0,1,0
Hiatus Kaiyote,6223656,0,0,1,0
Hibou,734695,0,0,1,0
Highly Suspect,4885314,0,0,1,0
Hiromi,1759401,0,0,1,0
HM SURF,2587103,0,0,1,0
Honeymoan,214741,0,0,1,0
Hooded Fang,516404,0,0,1,0
Hot Date,16956,0,0,1,0
House of Pain,6362456,0,0,1,0
HOWES3,27766,0,0,1,0
ian noe,215603,0,0,1,0
Illiterate,323183,0,0,1,0
Infinity Ripple,135026,0,0,1,0
Inner Wave,3174207,0,0,1,0
Insan3lik3,488000,0,0,1,0
invention_,1403053,0,0,1,0
j^p^n,1444518,0,0,1,0
Jacob Henry,22323,0,0,1,0
Jaden Smith,3892836,0,0,1,0
Jaeden Camstra,672637,0,0,1,0
Jakob Ahlbom,461795,0,0,1,0
James,12586944,0,0,1,0
James Blunt,46031441,0,0,1,0
James Jackson Jazz Trio,100864,0,0,1,0
Jane Archer and the Reactionaries,11070,0,0,1,26
jasper bones,88818,0,0,1,0
jazzinuf,1399834,0,0,1,0
JC Hopkins Biggish Band,287,0,0,1,0
Jeremih,12216620,0,0,1,0
Jerome Kern,54285,0,0,1,0
Jerry Paper,1425658,0,0,1,0
Jethimself,8008,0,0,1,0
jhfly,1568817,0,0,1,0
JNYR,12826,0,0,1,0
jobii,1005687,0,0,1,0
Joe Zawinul,396627,0,0,1,0
John Lewis,196530,0,0,1,0
John Mayer,129939624,0,0,1,1
John Scofield,3685175,0,0,1,0
Johnny Mathis,3516197,0,0,1,0
Jonny Greenwood,5885331,0,0,1,0
José Feliciano,3325102,0,0,1,0
Joshua Redman,2121263,0,0,1,0
JR Castro,50420,0,0,1,0
Julian Lynch,1265678,0,0,1,0
JunkieMunkie,8365,0,0,1,0
KAN SANO,381651,0,0,1,0
karavelo,231383,0,0,1,0
Kashmere Stage Band,387508,0,0,1,0
Kendall Miles,804640,0,0,1,0
Kenny Burrell,2480604,0,0,1,0
Kenny Rogers & The First Edition,566892,0,0,1,0
Kevin Abstract,14717212,0,0,1,0
Kill Paris,1360945,0,0,1,0
"King Crimson, David Singleton",3393,0,0,1,0
KLIM,302440,0,0,1,0
knowmadic,1793094,0,0,1,0
Knxwledge,7194028,0,0,1,0
KOAN Sound,2266802,0,0,1,0
Koi Child,302034,0,0,1,0
Kollavinilika,4978,0,0,1,0
kori,57094,0,0,1,0
L'indécis,1365222,0,0,1,0
Las Rosas,49972,0,0,1,0
Laszlo,730167,0,0,1,0
Laurie Sharon Quartet,39913,0,0,1,0
Leftfield,8103721,0,0,1,0
Leona Lewis,29435050,0,0,1,2
Lester Young,2612711,0,0,1,0
Light Bin,80493,0,0,1,0
Light of Sun,120280,0,0,1,0
Lil B,9615605,0,0,1,8
Lil Nas X,48017331,0,0,1,81
LIL UZI VERT,89170465,0,0,1,2
Limp Bizkit,83139562,0,0,1,0
Link Wray,2601981,0,0,1,0
Living Colour,4778226,0,0,1,0
lōland,415945,0,0,1,0
Low Strung,17316,0,0,1,0
Luigi Valentino,74052,0,0,1,0
Luiz Bonfá,1729199,0,0,1,12
Lungfish,1337528,0,0,1,0
LVNDVN,43014,0,0,1,0
M. Ward,21340407,0,0,1,0
Madonna,190827122,0,0,1,5
Magnus Ringblom Quartet,177683,0,0,1,0
Mal Waldron,418525,0,0,1,0
Marcos Valle,2778710,0,0,1,0
Marcy Playground,5923910,0,0,1,0
Marquis Hill,118549,0,0,1,0
Mary J. Blige,18484299,0,0,1,2
Matt Black,29302,0,0,1,0
Matt Champion,1267642,0,0,1,0
Matt Lange,750993,0,0,1,0
Zac Brown Band,11708480,0,0,0,80
Miracle Tones,5987775,0,0,0,77
Tai Verdes,1702242,0,0,0,68
Joji,68235049,0,0,0,62
Polo G,28944515,0,0,0,47
Certified Lover Boy,2662,0,0,0,44
Nat King Cole,23040183,0,0,0,36
Ryan Caraveo,1618225,0,0,0,34
Rich Brian,10735759,0,0,0,33
Tiagz,376643,0,0,0,32
SonReal,648385,0,0,0,29
Chris de Burgh,5630733,0,0,0,26
Miracle of Sound,4538059,0,0,0,26
U.S. Drill Sergeant Field Recordings,24187,0,0,0,26
Token,1334378,0,0,0,20
The Nitty Gritty Dirt Band,1966316,0,0,0,18
Willie Nelson,14796990,0,0,0,18
The Arrogant Worms,908421,0,0,0,17
Quinn XCII,6660642,0,0,0,16
AK,1663154,0,0,0,15
Future,74080144,0,0,0,15
Gipsy Kings,9141446,0,0,0,15
Nate Lesco,5264,0,0,0,15
The U.S. Army Airborne Rangers,5775,0,0,0,15
Tom Misch,9602257,0,0,0,15
Marty Robbins,4644567,0,0,0,14
Shotgun Willy,1046464,0,0,0,14
SurFaces,5479194,0,0,0,14
TOKYO’S REVENGE,2558595,0,0,0,14
Akira The Don,752382,0,0,0,13
BabyJake,737142,0,0,0,13
South Park Mexican,829833,0,0,0,13
The U.S. Marines,8670,0,0,0,13
Roger Miller,1928145,0,0,0,12
Bryce Vine,3421871,0,0,0,11
Mick Konstantin,20251,0,0,0,11
Tennessee Ernie Ford,1093587,0,0,0,11
Twiddle,350207,0,0,0,11
88Rising,8862125,0,0,0,10
Doris Day,5288908,0,0,0,10
Josh A,7086564,0,0,0,10
Tech N9ne,19505737,0,0,0,10
Toby Keith,9441922,0,0,0,10
YNW Melly,10353622,0,0,0,10
21 Savage,39262588,0,0,0,9
Andy Mineo,1231624,0,0,0,9
Blue Scholars,3956455,0,0,0,9
Chip Boaz,134,0,0,0,9
Corb Lund,846047,0,0,0,9
Hopsin,5502471,0,0,0,9
Jim Breuer,75213,0,0,0,9
Louis Armstrong,29727412,0,0,0,9
DaBaby,22344772,0,0,0,8
Franz Liszt,8883509,0,0,0,8
Great Big Sea,4042502,0,0,0,8
Jimmy Cliff,6131306,0,0,0,8
KOTA The Friend,6513201,0,0,0,8
Lynyrd Skynyrd,36451974,0,0,0,8
Natalie Cole,4383795,0,0,0,8
Pop Smoke,47148543,0,0,0,8
Radioclub,15953,0,0,0,8
Sad Frosty,366264,0,0,0,8
Glen Campbell,4761422,0,0,0,7
JASIAH,2667040,0,0,0,7
João Gilberto,9739033,0,0,0,7
Ornella Vanoni,797190,0,0,0,7
Piero Umiliani,1536968,0,0,0,7
Steve Earle,6443620,0,0,0,7
The Longest Johns,1401805,0,0,0,7
The Righteous Brothers,4050008,0,0,0,7
The Seige,568647,0,0,0,7
tobi lou,3767807,0,0,0,7
YNG Martyr,633407,0,0,0,7
AL-X The Great,152767,0,0,0,6
Andrea Bocelli,10301233,0,0,0,6
Kenny G,6041126,0,0,0,6
khai dreams,5673099,0,0,0,6
Kid Quill,646590,0,0,0,6
Looptroop Rockers,2318324,0,0,0,6
Myriam Alter,86989,0,0,0,6
Tom MacDonald,1026344,0,0,0,6
ceo@business.net,398619,0,0,0,5
Daði Freyr,2166245,0,0,0,5
Fall Out Boy,177479665,0,0,0,5
Hagood Hardy,47670,0,0,0,5
Iamjakehill,4327236,0,0,0,5
Internet Money,8158146,0,0,0,5
John Williams,46241406,0,0,0,5
King Harvest,1428140,0,0,0,5
Mario Biondi,648104,0,0,0,5
Motörhead,69920398,0,0,0,5
Old Crow Medicine Show,7266897,0,0,0,5
Rezz,2655397,0,0,0,5
Rubén González,1038954,0,0,0,5
Sidney Bechet,2036693,0,0,0,5
Stompin' Tom Connors,193153,0,0,0,5
Tex Williams,139814,0,0,0,5
xxxtentacion,77945479,0,0,0,5
Alan Watts,583218,0,0,0,4
Bfb Da Packman,233716,0,0,0,4
Blues Traveler,5456849,0,0,0,4
Buffalo Springfield,10055489,0,0,0,4
Dion,3242433,0,0,0,4
DJ Antoine,4373093,0,0,0,4
DJ Chose,187548,0,0,0,4
Dreamville,9929638,0,0,0,4
Else,707891,0,0,0,4
Everyone you know,748905,0,0,0,4
Futuristic,884179,0,0,0,4
Gene Autry,2105778,0,0,0,4
Hoodie Allen,7441311,0,0,0,4
ilyTOMMY,2122358,0,0,0,4
JOYNER LUCAS,7377745,0,0,0,4
Marshmello,21017018,0,0,0,4
Papik,271022,0,0,0,4
Roy Rogers,178308,0,0,0,4
Sol,1074756,0,0,0,4
The Backseat Lovers,2343771,0,0,0,4
The Hu,1561727,0,0,0,4
The Irish Rovers,1914723,0,0,0,4
The Oak Ridge Boys,753521,0,0,0,4
The Wood Brothers,1957703,0,0,0,4
Trippie Redd,46256265,0,0,0,4
Verzache,3931806,0,0,0,4
VGR,577882,0,0,0,4
Wax,1683436,0,0,0,4
Waylon Jennings,6545855,0,0,0,4
AARON TAOS,419646,0,0,0,3
Abhi The Nomad,1336233,0,0,0,3
Alabama,4259924,0,0,0,3
Alan Mills,33060,0,0,0,3
Aminé,24063781,0,0,0,3
Aries,8100952,0,0,0,3
Arturo Sandoval,726614,0,0,0,3
Atmosphere,34686727,0,0,0,3
Bazanji,1056537,0,0,0,3
Bob Wills & His Texas Playboys,664708,0,0,0,3
Bobby Darin,6543801,0,0,0,3
Bread,4544056,0,0,0,3
Burrell,12209,0,0,0,3
Commodores,6809731,0,0,0,3
CracMac Media,3340,0,0,0,3
Culture Club,6947598,0,0,0,3
D'Angelo,14913738,0,0,0,3
Dan + Shay,5266164,0,0,0,3
David Ferguson,62334,0,0,0,3
Days N' Daze,1172866,0,0,0,3
DJ Blyatman,1250856,0,0,0,3
Dr. Hook,2643654,0,0,0,3
EKOH,306793,0,0,0,3
ERIICE,24063,0,0,0,3
Felix Cartal,1990343,0,0,0,3
Five Finger Death Punch,50316211,0,0,0,3
Five Man Electrical Band,168804,0,0,0,3
Focus,3735065,0,0,0,3
Franz Schubert,11389629,0,0,0,3
gianni & kyle,1719065,0,0,0,3
Harry Mack,157173,0,0,0,3
Higher Brothers,1135337,0,0,0,3
Ice-T,2060576,0,0,0,3
Jakey,1284478,0,0,0,3
Jimmy Dean,284549,0,0,0,3
Johnny Horton,1077037,0,0,0,3
Judy Garland,3474247,0,0,0,3
Kenndog,242272,0,0,0,3
Kenny Rogers,5131273,0,0,0,3
Kryple,2207,0,0,0,3
KYLE,6740233,0,0,0,3
Lil Boom,412244,0,0,0,3
Lil Loaded,1706741,0,0,0,3
Lullaby House Music,1939,0,0,0,3
NLE Choppa,7683539,0,0,0,3
Offset,6611453,0,0,0,3
Paul Brandt,422961,0,0,0,3
Princess Chelsea,2891165,0,0,0,3
Rare Americans,965938,0,0,0,3
Rav,2859769,0,0,0,3
Sir Mix-A-Lot,1911907,0,0,0,3
SKI MASK THE SLUMP GOD,19299279,0,0,0,3
Snoop Dogg,46800762,0,0,0,3
Starland Vocal Band,386558,0,0,0,3
Stealers Wheel,4107691,0,0,0,3
Steve Tyrell,817766,0,0,0,3
Sugs,48777,0,0,0,3
The Carter Family,1523213,0,0,0,3
The Ink Spots,5143214,0,0,0,3
The Statler Brothers,1896292,0,0,0,3
The Taxpayers,1422045,0,0,0,3
Timo Krantz,455874,0,0,0,3
Tony Bennett,10974238,0,0,0,3
Twisted Insane,349712,0,0,0,3
Vance Joy,20954342,0,0,0,3
Vitamin String Quartet,9706666,0,0,0,3
Vitas,969564,0,0,0,3
War,4184975,0,0,0,3
Whethan,4637115,0,0,0,3
Young Dolph,3454041,0,0,0,3
Young Jeezy,16772109,0,0,0,3
Yung Craka,84246,0,0,0,3
$NOT,11640469,0,0,0,2
1NONLY,2652928,0,0,0,2
Ace Hood,4977908,0,0,0,2
Al Green,20951242,0,0,0,2
Alanis Morissette,53002919,0,0,0,2
Alec King,174227,0,0,0,2
Arizona Zervas,4925253,0,0,0,2
AronChupa,2528690,0,0,0,2
Art Pepper,2018119,0,0,0,2
Bahamas,6067944,0,0,0,2
Barenaked Ladies,21796048,0,0,0,2
Benny Benassi,13784083,0,0,0,2
Bing Crosby,13659631,0,0,0,2
Bobby Shmurda,2583382,0,0,0,2
Bossa Bros,11650,0,0,0,2
Brooks Jefferson,145414,0,0,0,2
Bubba Sparxxx,2199094,0,0,0,2
C-Dot 416,40607,0,0,0,2
c. henry,7672,0,0,0,2
C.W. McCall,356913,0,0,0,2
Cal Scruby,653530,0,0,0,2
Cal Tjader,1652420,0,0,0,2
Call Me Karizma,2158351,0,0,0,2
Charles Givings,33769,0,0,0,2
Chri$ Trill,452,0,0,0,2
Claire Rosinkranz,1692558,0,0,0,2
CLMD,631622,0,0,0,2
Current Swell,1122791,0,0,0,2
Cyndi Lauper,20733277,0,0,0,2
Daddyphatsnaps,200739,0,0,0,2
Danni Carlos,761288,0,0,0,2
Danny Fernandes,309547,0,0,0,2
Darius,2284880,0,0,0,2
Diana Krall,21262178,0,0,0,2
Diane Warren,175829,0,0,0,2
Dierks Bentley,8182477,0,0,0,2
Dimitri Vegas & Like Mike,5114948,0,0,0,2
Dj Meetha,19009,0,0,0,2
Dominic Fike,14042579,0,0,0,2
Donavon Frankenreiter,8506375,0,0,0,2
Dubskie,29650,0,0,0,2
Dunder,2231,0,0,0,2
Elis Regina,10338029,0,0,0,2
Enrique Iglesias,32323033,0,0,0,2
Erik Satie,22068162,0,0,0,2
Etta James,15809207,0,0,0,2
Felly,1385333,0,0,0,2
Finger Eleven,12856419,0,0,0,2
G Perico,255645,0,0,0,2
Gavin DeGraw,17106681,0,0,0,2
Gerry Rafferty,3741117,0,0,0,2
Gloria Gaynor,4559104,0,0,0,2
Hank Williams Jr.,2490890,0,0,0,2
Harry James,1187796,0,0,0,2
Hyper,2311252,0,0,0,2
I Prevail,6816179,0,0,0,2
IDK,6958187,0,0,0,2
Issam Alnajjar,214477,0,0,0,2
Iva Zanicchi,76679,0,0,0,2
Ivan B,671798,0,0,0,2
Jack Harlow,13561058,0,0,0,2
Jackson Browne,9560367,0,0,0,2
Jerry Reed,1667726,0,0,0,2
Joe Cocker,14548968,0,0,0,2
Johnny Rivers,1032228,0,0,0,2
Jonathan Coulton,9599460,0,0,0,2
Jonathan Edwards,360467,0,0,0,2
Julie London,7989934,0,0,0,2
Karl Blau,967677,0,0,0,2
KC and The Sunshine Band,5180031,0,0,0,2
Kevin Hart Latin Jazz Quintet,252,0,0,0,2
Kid Rock,9866598,0,0,0,2
Kidintense,109,0,0,0,2
Kings of the River,21368,0,0,0,2
Kodak Black,17130684,0,0,0,2
L'Orange,1510203,0,0,0,2
Landspeed,289458,0,0,0,2
Lang Lang,1367578,0,0,0,2
Lazerhawk,3790123,0,0,0,2
Leo Sayer,1804097,0,0,0,2
Lil Baby,30003748,0,0,0,2
lil Mosey,9370729,0,0,0,2
LIL PEEP,71812513,0,0,0,2
lil ricefield,207340,0,0,0,2
lil tjay,13600327,0,0,0,2
Logic,41695884,0,0,0,2
LoneMoon,184715,0,0,0,2
Ludvigsson,79481,0,0,0,2
Luigi Boccherini,2201544,0,0,0,2
Luke Bryan,12093059,0,0,0,2
Luke Combs,5321628,0,0,0,2
Marcaux,33816,0,0,0,2
Marian Hill,3626298,0,0,0,2
Matt Nathanson,11760014,0,0,0,2
Meat Loaf,12291335,0,0,0,2
Meek Mill,19695222,0,0,0,2
Mel McDaniel,358274,0,0,0,2
Merle Haggard,4951057,0,0,0,2
Mikael Arvo,87305,0,0,0,2
N.W.A,13076579,0,0,0,2
Nara Veloso,17685,0,0,0,2
Nathan Le'michael,3036,0,0,0,2
Nightshift TV,45628,0,0,0,2
Nikolaus Harnoncourt,1139781,0,0,0,2
No Suits,208759,0,0,0,2
One True God,274651,0,0,0,2
Only The Family,1661589,0,0,0,2
Pat Metheny,7021506,0,0,0,2
Peter Frampton,3970030,0,0,0,2
Pink Sweat$,5499484,0,0,0,2
Power Glove,2277457,0,0,0,2
Prof,782756,0,0,0,2
Quindon Tarver,403835,0,0,0,2
Ram Jam,2838301,0,0,0,2
Remo,41510,0,0,0,2
Res One,27835,0,0,0,2
Rest for the Wicked,1317,0,0,0,2
Ricky Martin,9641156,0,0,0,2
Ricky Nelson,3747861,0,0,0,2
Sacha Baron Cohen,327900,0,0,0,2
SAINt JHN,10867816,0,0,0,2
sammy rash,90701,0,0,0,2
Scarecrow Blues Hip Hop,63871,0,0,0,2
Scattle,2585870,0,0,0,2
Sérgio Mendes & Brasil '66,2385671,0,0,0,2
Shayfer James,257387,0,0,0,2
Slipknot,156871797,0,0,0,2
Stan Rogers,980930,0,0,0,2
Sterkøl,71227,0,0,0,2
Sub Focus,10589114,0,0,0,2
Survivor,9721912,0,0,0,2
Swedish House Mafia,20765987,0,0,0,2
The Boomtown Rats,2267186,0,0,0,2
The Dreadnoughts,2721703,0,0,0,2
The Heavy,9712290,0,0,0,2
The Highwaymen,2846865,0,0,0,2
The Home Depot,533632,0,0,0,2
The Incredible String Band,1846141,0,0,0,2
The Kingsmen,1662833,0,0,0,2
The Spencer Lee Band,76344,0,0,0,2
Timmy Trumpet,2863948,0,0,0,2
Tom T. Hall,986413,0,0,0,2
Two Feet,7499156,0,0,0,2
Vazer,45579,0,0,0,2
Vigiland,2015230,0,0,0,2
Vin Jay,236146,0,0,0,2
Wes Walker,224244,0,0,0,2
White Town,2267257,0,0,0,2
William Bolcom,40540,0,0,0,2
William Wild,139702,0,0,0,2
Xavy Rusan,80747,0,0,0,2
YK Osiris,645865,0,0,0,2
yxngxr1,1480567,0,0,0,2
ZZ Top,31440437,0,0,0,2
¡Mayday!,770523,0,0,0,1
? and the Mysterians,821741,0,0,0,1
.wavrunner,2551,0,0,0,1
1990nowhere,122434,0,0,0,1
60's 70's 80's 90's Hits,83496,0,0,0,1
A Boogie wit da Hoodie,20279602,0,0,0,1
A Lost People,47158,0,0,0,1
Abril Olivera,4234,0,0,0,1
Acker Bilk,636908,0,0,0,1
Acoustic Hits,193224,0,0,0,1
Adele,161568558,0,0,0,1
ajj,8622615,0,0,0,1
Alan Jackson,9824009,0,0,0,1
Alexis Ffrench,1418093,0,0,0,1
Alys,142515,0,0,0,1
Amos Lee,11777761,0,0,0,1
Andrew Rannells,737689,0,0,0,1
Arden Jones,119035,0,0,0,1
Arizona Jones,16918,0,0,0,1
Asher Monroe,106231,0,0,0,1
Astor Piazzolla,5402483,0,0,0,1
Avicii,60492529,0,0,0,1
B.J. Thomas,2009097,0,0,0,1
Backstreet Boys,37479914,0,0,0,1
Bandingo YGNE,149360,0,0,0,1
Bankrol Hayden,2101069,0,0,0,1
Barbra Streisand,8709605,0,0,0,1
Bass Santana,1180286,0,0,0,1
Bea Miller,8742571,0,0,0,1
Beast in Black,2905114,0,0,0,1
Beegie Adair,1781483,0,0,0,1
Béla Bartók,3379492,0,0,0,1
Ben E. King,5827509,0,0,0,1
Benjamin Francis Leftwich,8995120,0,0,0,1
Benny the Butcher,4905780,0,0,0,1
Bernard Herrmann,3711325,0,0,0,1
Betty Booom,22371,0,0,0,1
Big & Rich,2324026,0,0,0,1
Big Hongry,4593,0,0,0,1
Big Sugar,467425,0,0,0,1
Billy Cassidy,16342,0,0,0,1
Billy Strings,578432,0,0,0,1
Bingx,46520,0,0,0,1
Black Rebel Motorcycle Club,38344940,0,0,0,1
Blake Shelton,11215899,0,0,0,1
Blastoyz,143378,0,0,0,1
Bliss n Eso,3572587,0,0,0,1
Blue Rodeo,1576899,0,0,0,1
Blueface,3878141,0,0,0,1
Blues Image,248579,0,0,0,1
Bobby Bare,1059087,0,0,0,1
Bobby McFerrin,4458982,0,0,0,1
Bobby Morganstein,35583,0,0,0,1
boy pablo,8927787,0,0,0,1
Breaux,14449,0,0,0,1
Brevner,21194,0,0,0,1
Brewer & Shipley,313050,0,0,0,1
Brooksie,249387,0,0,0,1
Bruno Major,5230103,0,0,0,1
Bryce Hase,57151,0,0,0,1
Bryson Gray,55246,0,0,0,1
C-Murder,430948,0,0,0,1
Cab Calloway,2300142,0,0,0,1
Cam Meekins,579367,0,0,0,1
Capital Cities,13787740,0,0,0,1
Cartoons,559986,0,0,0,1
Caskey,288652,0,0,0,1
Celtic Connection,21873,0,0,0,1
Central Cee,2449297,0,0,0,1
Charlie Rich,995810,0,0,0,1
Charlie's Angels,69824,0,0,0,1
Chelsea Cutler,4358361,0,0,0,1
Chico Rose,656228,0,0,0,1
Chill Bump,686771,0,0,0,1
Chillman,13576,0,0,0,1
Choo Jackson,50958,0,0,0,1
Chris Janson,681200,0,0,0,1
Chuck Sutton,154131,0,0,0,1
Classified,2386329,0,0,0,1
Clear Soul Forces,338698,0,0,0,1
Clouds of Calm,41122,0,0,0,1
Clyde Carson,421965,0,0,0,1
Cocktail Martino,22197,0,0,0,1
Connie Francis,7399169,0,0,0,1
connor edwards,48204,0,0,0,1
Cordae,4340103,0,0,0,1
CPRCRN,9094,0,0,0,1
Cryptic Wisdom,97787,0,0,0,1
Cutting Crew,3653988,0,0,0,1
Cypress Hill,36941091,0,0,0,1
Dabbla,132253,0,0,0,1
Dalida,2781535,0,0,0,1
Dan Romer,1293844,0,0,0,1
Daniel Lanois,2565453,0,0,0,1
Darius Rucker,4616478,0,0,0,1
davay,224738,0,0,0,1
David Francey,175754,0,0,0,1
David Guetta,105048312,0,0,0,1
DDG,2063549,0,0,0,1
Del,76870,0,0,0,1
Denis Leary,943753,0,0,0,1
Devan Platinum,3259,0,0,0,1
Dilfton,4780,0,0,0,1
Diverse Character,6009,0,0,0,1
DJ Casper,155341,0,0,0,1
DJ Kuba,111345,0,0,0,1
Dj Scheme,3881203,0,0,0,1
DMX,20548612,0,0,0,1
Doley Bernays,33032,0,0,0,1
Don Williams,1551764,0,0,0,1
Donnie,929947,0,0,0,1
Drax Project,783144,0,0,0,1
Drive-By Truckers,8488466,0,0,0,1
Dropkick Murphys,48439303,0,0,0,1
DVBBS,3553465,0,0,0,1
Dxddy Mxck,40425,0,0,0,1
Eddie Palmieri,716770,0,0,0,1
Eddie Vedder,33192603,0,0,0,1
Edison Lighthouse,471683,0,0,0,1
Édith Piaf,15281589,0,0,0,1
Elton Britt,80243,0,0,0,1
Ely Bruna,109883,0,0,0,1
Emilie-Claire Barlow,782560,0,0,0,1
Emrod,104598,0,0,0,1
Energy,557056,0,0,0,1
Enrico Pieranunzi,681201,0,0,0,1
Enya,56617403,0,0,0,1
Eric Church,8735034,0,0,0,1
Evan Marien,54303,0,0,0,1
Evanescence,114398997,0,0,0,1
Exile,3724167,0,0,0,1
Eydie Gormé,422698,0,0,0,1
Fan Sounds for Babies,116,0,0,0,1
Fernando Knopf,594,0,0,0,1
Fiddler On The Roof Company,6159,0,0,0,1
Fifth Harmony,28223419,0,0,0,1
Fitz,129851,0,0,0,1
Fivio Foreign,1653549,0,0,0,1
Fliptrix,427094,0,0,0,1
Flora Martínez,84311,0,0,0,1
Florida Georgia Line,7432799,0,0,0,1
Flyysoulja,13941,0,0,0,1
Foxa,65403,0,0,0,1
Frank & Maury,11468,0,0,0,1
Frank Turner,24920639,0,0,0,1
Frankie Laine,722739,0,0,0,1
Friday Pilots Club,419056,0,0,0,1
Frozen Ghost,65878,0,0,0,1
Funkmaster Flex,395131,0,0,0,1
G Herbo,4882066,0,0,0,1
G-Unit,5809144,0,0,0,1
G. Love & Special Sauce,5563856,0,0,0,1
Gary Puckett & The Union Gap,612229,0,0,0,1
Gawne,166960,0,0,0,1
Geek Music,1103528,0,0,0,1
Geordie Kieffer,47179,0,0,0,1
George Benson,6954347,0,0,0,1
George Jones,3973163,0,0,0,1
George Strait,11609405,0,0,0,1
Gigi D'Agostino,7791706,0,0,0,1
Giorgio Costantini,31368,0,0,0,1
Glass Tiger,470293,0,0,0,1
Gloria Estefan,5033163,0,0,0,1
Gowan,181983,0,0,0,1
Greydon Square,346922,0,0,0,1
Gustav Holst,2920398,0,0,0,1
"Hamilton, Joe Frank & Reynolds",303421,0,0,0,1
Hank Mobley,2109237,0,0,0,1
Hank Williams,8995338,0,0,0,1
Harry Chapin,2002153,0,0,0,1
"Harry Connick, Jr.",5700069,0,0,0,1
Head East,324663,0,0,0,1
Healy,1275836,0,0,0,1
Helion,295859,0,0,0,1
Henry AZ,53789,0,0,0,1
Hentai Xander,278493,0,0,0,1
Hi-Rez,449193,0,0,0,1
Holly Cole,1469088,0,0,0,1
Honne,11110763,0,0,0,1
hooligan chase,516528,0,0,0,1
HotBoii,749712,0,0,0,1
iann dior,13201682,0,0,0,1
IFHT,9101,0,0,0,1
iMAGiNARY OTHER,34735,0,0,0,1
Imanbek,884926,0,0,0,1
Isaak,48213,0,0,0,1
Ishdarr,369886,0,0,0,1
Jack Jetson,38797,0,0,0,1
Jack Kays,504406,0,0,0,1
Jack Stauber's Micropop,5019834,0,0,0,1
Jackson C. Frank,3257871,0,0,0,1
Jacky Terrasson,610445,0,0,0,1
Jadeci,511769,0,0,0,1
Jaisean,35481,0,0,0,1
Jamaar,23512,0,0,0,1
James DeAngelis,10860,0,0,0,1
Janko Nilovic,338386,0,0,0,1
Jarren Benton,586091,0,0,0,1
Jarv & Thief,116351,0,0,0,1
Jason Chen,668305,0,0,0,1
Jazz Cartier,1322455,0,0,0,1
Jazzanova,6882077,0,0,0,1
Jean Sibelius,3827774,0,0,0,1
Jeremiah Perez,3703,0,0,0,1
Jerry Bryant,69610,0,0,0,1
Jesse Colin Young,105128,0,0,0,1
Jesse Stewart,125865,0,0,0,1
Jimmy and the Pips,6775,0,0,0,1
Joe Henderson,1922585,0,0,0,1
Joe Nichols,3230719,0,0,0,1
Joey Trap,1109257,0,0,0,1
John Legend,36662728,0,0,0,1
Johnny 2 Phones,148841,0,0,0,1
Jorge Ben,11305643,0,0,0,1
Joseph Beg,506784,0,0,0,1
Joseph Jean,31,0,0,0,1
Joseph Williams,517541,0,0,0,1
Josh Gad,1579348,0,0,0,1
Juicy J,8988174,0,0,0,1
Jules Gaia,167797,0,0,0,1
Juliana Aquino,80999,0,0,0,1
Julius Aston,439954,0,0,0,1
Justin Starling,149660,0,0,0,1
Justin Stone,650120,0,0,0,1
Justina Valentine,57490,0,0,0,1
Justus Bennetts,439828,0,0,0,1
K.A.A.N.,1473094,0,0,0,1
Karen Souza,1562007,0,0,0,1
Kay Kyser & His Orchestra,271518,0,0,0,1
Keelow,2022,0,0,0,1
Keith Mansfield,498409,0,0,0,1
Keith Power,272227,0,0,0,1
Kembe X,292908,0,0,0,1
Kenny Chesney,13550097,0,0,0,1
Kevin Gates,6048876,0,0,0,1
Key Glock,3008998,0,0,0,1
Kid Francescoli,1721943,0,0,0,1
King Von,6351881,0,0,0,1
Knowmads,359454,0,0,0,1
